,artist_names,artists_id,danceability,energy,valence,tempo,loudness,mode,key,acousticness,instrumentalness,liveness,speechiness,explicit,duration_ms,popularity,year,release_date,song_title (censored)
7112,Ne-Yo,[846634],0.6579999999999999,0.677,0.248,124.91,-6.627999999999999,1,5,0.248,0.0,0.368,0.0393,0,251627,48,2012,1/1/2012,Let Me Love You (Until You Learn To Love Yourself)
7124,Missy Elliott,[502371],0.841,0.835,0.7020000000000001,133.024,-6.191,0,8,0.263,0.0,0.108,0.308,1,294040,48,2000,1/1/2000,Is That Your Chick (The Lost Verses)
7140,The Isley Brothers,[766893],0.672,0.365,0.871,136.135,-9.547,1,4,0.177,0.0,0.0383,0.0291,0,282800,48,1983,8/21/1983,Choosey Lover
7146,The Gap Band,[73383],0.6459999999999999,0.7859999999999999,0.8140000000000001,103.666,-10.308,0,11,0.246,2.7000000000000004e-06,0.387,0.149,0,211067,48,1997,1/1/1997,I Don't Believe You Want To Get Up And Dance (Oops Up Side Your Head)
7157,Usher,[303506],0.402,0.741,0.35600000000000004,127.835,-3.822,1,11,0.000299,0.0,0.203,0.0411,0,256293,48,2009,12/8/2009,Hey Daddy (Daddy's Home) (feat. Plies)
7170,The Weeknd,[2674162],0.65,0.711,0.319,89.01899999999998,-5.417000000000002,1,0,0.0123,0.00943,0.301,0.0377,1,405213,48,2012,1/1/2012,House Of Balloons / ***** Table *****
7179,Charlie Wilson,"[100116, 312890]",0.934,0.706,0.614,112.962,-5.317,1,7,0.0305,0.000121,0.136,0.17800000000000002,1,236480,48,2004,1/1/2004,Signs
7195,The Stylistics,[567624],0.34700000000000003,0.53,0.4920000000000001,140.899,-7.949,1,3,0.522,0.0,0.298,0.0293,0,198920,48,1975,1975,"Betcha By Golly, Wow"
7218,Ashanti,[933898],0.556,0.895,0.468,79.759,-4.115,0,3,0.0188,0.00132,0.0571,0.101,0,267680,48,2008,1/1/2008,The Way That I Love You
7226,Lee Dorsey,[814898],0.8220000000000001,0.355,0.873,138.06799999999998,-12.444,1,3,0.324,0.014,0.102,0.0564,0,188973,48,2000,11/28/2000,Everything I Do Gohn Be Funky (From Now On)
7243,Trey Songz,[128143],0.478,0.483,0.35100000000000003,105.7,-8.985,1,0,0.233,0.0,0.16,0.0842,0,274027,48,2009,8/31/2009,Jupiter Love
7250,The Delfonics,[7448],0.552,0.636,0.6629999999999999,82.884,-6.215,1,3,0.304,2.32e-05,0.153,0.0338,0,119467,48,1969,1969,Ready or Not Here I Come (Can't Hide from Love) - Remastered
7257,Tevin Campbell,[30928],0.593,0.479,0.652,155.91299999999995,-13.138,0,6,0.17,9.72e-06,0.0732,0.051,0,307827,48,1991,1991,Alone With You
7266,The Weeknd,[2674162],0.465,0.403,0.0687,74.95,-8.895,0,11,0.7440000000000001,0.000667,0.0777,0.0755,0,247227,48,2012,1/1/2012,High For This
7275,The Chordettes,[763551],0.617,0.418,0.6,110.385,-8.429,1,9,0.657,0.0,0.0669,0.0422,0,143542,48,1999,6/28/1999,Mr. Sandman
7281,Candi Staton,[542976],0.6859999999999999,0.561,0.933,102.09,-11.607,1,0,0.11,0.0,0.109,0.0851,0,209827,48,1977,1977,****** on Broadway
7287,Tina Turner,[597309],0.653,0.51,0.373,102.021,-10.59,0,11,0.00456,0.000355,0.073,0.0266,0,288400,48,1995,1/1/1995,*********
7290,T-Pain,[258000],0.536,0.56,0.279,139.91,-5.667999999999998,1,8,0.0379,0.0,0.114,0.26,1,247293,48,2012,3/23/2012,"Bag of Money (feat. Rick Ross, Meek Mill & T-Pain)"
7291,Stevie Wonder,[622805],0.467,0.5489999999999999,0.292,133.591,-10.511,1,9,0.0859,0.0,0.312,0.0418,0,300093,48,1995,3/21/1995,For Your Love
7297,The Impressions,[82013],0.701,0.414,0.731,108.644,-12.339,1,1,0.544,0.0,0.251,0.168,0,173360,48,1963,8/1/1963,It's All Right
7298,Pharrell Williams,[275757],0.643,0.797,0.701,96.008,-5.587999999999999,1,2,0.311,0.0,0.331,0.16899999999999998,1,241027,48,2006,1/1/2006,That ****
7316,The Impressions,[82013],0.701,0.414,0.731,108.644,-12.339,1,1,0.544,0.0,0.251,0.168,0,173360,48,1963,8/1/1963,It's All Right
7333,Blackstreet,[49774],0.789,0.541,0.7,81.82600000000002,-5.069,0,2,0.0497,0.0,0.0908,0.0341,0,311640,48,2004,1/1/2004,Don't Leave Me
7336,Angela Bofill,[755570],0.469,0.496,0.226,73.227,-8.46,0,8,0.0572,0.0,0.111,0.0463,0,208813,48,1983,1983,******* I Give In
7348,Keyshia Cole,[92107],0.888,0.833,0.962,121.002,-4.381,0,3,0.256,0.00159,0.485,0.0912,1,388226,48,2006,10/16/2006,Last ***** (feat. Keyshia Cole)
7365,The Silhouettes,[502351],0.625,0.425,0.8290000000000001,80.024,-9.962,1,7,0.652,0.000525,0.124,0.0359,0,169707,48,1996,1996,Get a ***
7369,Sade,[279337],0.76,0.595,0.745,137.993,-9.481,0,11,0.0387,4.89e-05,0.0835,0.0354,0,278640,48,2010,2/8/2010,**********
7380,Prince,[1426748],0.736,0.127,0.305,106.133,-19.721,1,0,0.526,4.18e-06,0.11,0.0391,0,270200,48,1978,4/7/1978,So ****
7397,The Weeknd,[2674162],0.465,0.403,0.0687,74.95,-8.895,0,11,0.7440000000000001,0.000667,0.0777,0.0755,0,247227,48,2012,1/1/2012,High For This
7398,James Ingram,[147082],0.767,0.675,0.913,117.612,-6.699,1,0,0.146,0.0,0.0697,0.0337,0,271480,48,2008,2008,Yah-Mo Be There
7404,Janet Jackson,[208774],0.634,0.488,0.281,99.95,-7.1629999999999985,1,0,0.433,0.0208,0.141,0.0255,0,257107,48,1997,10/7/1997,Every Time
7406,Trey Songz,[128143],0.6679999999999999,0.7240000000000001,0.318,148.52200000000005,-5.9529999999999985,1,7,0.00551,0.0,0.218,0.0536,1,221373,48,2005,10/3/2005,**** Tonite (feat. Trey Songz)
7409,TLC,[7689],0.736,0.6659999999999999,0.578,92.927,-4.268,0,8,0.025,0.000666,0.0682,0.0783,0,214440,47,1999,2/23/1999,No Scrubs
7415,Mary J. Blige,[376204],0.747,0.6459999999999999,0.73,87.01100000000002,-9.185,1,7,0.273,3.7000000000000006e-06,0.0931,0.191,0,259333,47,2000,8/14/2000,*** (feat. Mary J. Blige)
7433,Jill Scott,[845662],0.6629999999999999,0.487,0.501,142.211,-10.106,0,10,0.0999,0.0,0.418,0.359,0,108507,47,2007,9/25/2007,Crown Royal
7437,Mariah Carey,[262255],0.8109999999999999,0.53,0.75,107.853,-8.537,0,2,0.0067,0.0285,0.0801,0.0355,0,307000,47,1991,9/17/1991,Make It Happen
7457,Slave,[25778],0.742,0.473,0.904,108.783,-14.567,1,0,0.0508,2.08e-05,0.0387,0.0309,0,392733,47,1979,1979,Just a Touch of Love
7485,Akon,[933458],0.503,0.693,0.743,80.542,-6.026,0,10,0.199,0.0,0.077,0.219,1,347267,47,2005,12/9/2005,"Hustler's Story (feat. Scarface, Akon & Big Gee)"
7571,Jodeci,[135152],0.632,0.507,0.43,111.886,-11.31,0,5,0.25,0.0,0.254,0.0358,0,302893,47,1993,12/21/1993,My Heart Belongs To U
7585,Stevie Wonder,[622805],0.602,0.448,0.701,104.843,-7.9220000000000015,1,10,0.3670000000000001,0.0,0.0938,0.0291,0,183640,47,1999,11/23/1999,******* In The Wind
7591,Teena Marie,[18258],0.73,0.7559999999999999,0.8270000000000001,123.604,-7.508999999999999,0,9,0.0469,0.00333,0.235,0.0492,0,259560,47,1999,10/8/1999,*********
7593,Marvin Gaye,[316834],0.504,0.917,0.733,99.091,-5.849,1,3,0.644,0.0,0.6659999999999999,0.0982,0,101587,47,1971,5/21/1971,**** Is Love
7621,Erykah Badu,[170770],0.799,0.923,0.7759999999999999,109.964,-6.108,0,10,0.0366,1.33e-05,0.41,0.119,1,290667,47,2000,10/31/2000,Humble Mumble (with Erykah Badu)
7626,Gladys Knight & the Pips,[667169],0.472,0.4920000000000001,0.555,74.09,-10.435,1,6,0.711,0.107,0.679,0.0583,0,194533,47,1971,1/1/1971,If I Were Your Woman - Single Version
7634,En Vogue,[160690],0.618,0.688,0.561,78.311,-5.867000000000001,0,5,0.409,6.32e-06,0.3,0.0477,0,291880,47,2001,8/21/2001,Don't Let Go (Love)
7643,Gloria Gaynor,[664849],0.777,0.736,0.835,116.375,-10.082,1,0,0.00755,0.0136,0.302,0.037000000000000005,0,481813,47,1978,11/27/1978,I Will Survive - Extended Version
7649,Alexander O'Neal,[625201],0.629,0.414,0.458,138.93200000000002,-15.002,1,1,0.544,0.000802,0.0731,0.0299,0,359200,47,1987,7/29/1987,Sunshine
7653,The Delfonics,[7448],0.552,0.421,0.632,85.523,-9.5,1,2,0.789,0.0,0.282,0.0265,0,199707,47,2005,1/11/2005,La-La Means I Love You
7656,The Temptations,[569685],0.535,0.774,0.865,79.5,-6.42,1,5,0.0983,0.0,0.5589999999999999,0.0593,0,241493,47,1997,1/1/1997,Ball Of Confusion (That's What The World Is Today)
7663,Marvin Gaye,[316834],0.425,0.499,0.5870000000000001,109.787,-8.215,0,2,0.7390000000000001,0.000292,0.21600000000000005,0.0293,0,229160,47,1971,5/21/1971,Flyin' High (In The Friendly Sky)
7690,Aaron Neville,[582253],0.491,0.29100000000000004,0.789,176.04,-14.515,1,5,0.775,7.39e-06,0.377,0.0975,0,181680,47,2009,1/1/2009,Tell It Like It Is
7701,Ohio Players,[390390],0.662,0.627,0.921,100.771,-9.246,1,7,0.201,0.00156,0.0966,0.0603,0,149160,47,1973,9/1/1973,Ecstasy
7714,Teena Marie,[18258],0.6679999999999999,0.898,0.7559999999999999,109.808,-6.14,1,0,0.0059,0.0051600000000000005,0.0712,0.0459,0,452187,47,1980,7/6/1980,I Need Your Lovin'
7715,Mary J. Blige,[376204],0.647,0.6990000000000001,0.53,91.435,-8.122,0,9,0.0397,3.15e-05,0.154,0.0668,0,323133,47,1992,1/1/1992,Reminisce
7717,Janet Jackson,[208774],0.898,0.648,0.7240000000000001,123.096,-8.779,1,7,0.0402,0.0377,0.0611,0.0869,0,248667,47,1997,1/1/1997,Together *****
7719,Candi Staton,[542976],0.63,0.376,0.815,94.057,-13.305,1,3,0.563,0.0,0.14800000000000002,0.0304,0,213027,47,1971,1971,He ****** Me Baby
7725,Whitney Houston,[820434],0.491,0.514,0.491,149.833,-7.809,0,2,0.6990000000000001,0.0,0.0924,0.04,0,275387,47,1985,2/14/1985,You Give Good Love
7742,Sister Sledge,[746666],0.813,0.759,0.963,82.941,-7.8820000000000014,1,6,0.7190000000000001,0.0071,0.0573,0.0878,0,257000,47,1985,1985,Frankie
7743,Cymande,[147294],0.63,0.265,0.657,130.045,-16.963,1,0,0.748,0.748,0.0983,0.0427,0,186000,47,1972,1972,One More
7763,Babyface,"[61226, 276381, 137084]",0.887,0.416,0.7609999999999999,94.013,-7.346,1,1,0.0295,1.06e-05,0.066,0.0518,0,239733,47,1996,10/29/1996,"This Is for the Lover In You (feat. LL Cool J, Howard Hewett, Jody Watley & Jeffrey Daniels)"
7764,Akon,[933458],0.701,0.8290000000000001,0.562,95.001,-4.055,0,10,0.234,0.0,0.071,0.0467,0,233509,47,2007,6/5/2007,The Way *** Moves
7786,Teena Marie,[18258],0.6679999999999999,0.898,0.7559999999999999,109.808,-6.14,1,0,0.0059,0.0051600000000000005,0.0712,0.0459,0,452187,47,1980,7/6/1980,I Need Your Lovin'
7788,Michael Jackson,[467203],0.251,0.12,0.126,85.385,-15.419,1,4,0.96,0.000769,0.111,0.0364,0,217667,47,1995,6/16/1995,***** Out Of My Life
7791,The Weeknd,[2674162],0.657,0.405,0.0673,133.895,-8.637,0,0,0.525,0.07200000000000001,0.146,0.0584,0,196360,47,2012,1/1/2012,What You Need
7804,The Weeknd,[2674162],0.438,0.634,0.397,203.585,-7.456,0,5,0.476,0.0,0.113,0.337,1,459387,47,2012,1/1/2012,The Party & The After Party
7817,Boyz II Men,[96379],0.722,0.6609999999999999,0.643,126.007,-8.236,1,2,0.151,0.0,0.233,0.0844,0,228867,47,2009,1/1/2009,Uhh Ahh
7853,Prince,[1426748],0.594,0.7020000000000001,0.466,135.406,-9.894,1,1,0.168,0.109,0.142,0.0842,0,373733,47,1989,6/20/1989,Batdance
7861,Teena Marie,[18258],0.377,0.459,0.302,151.779,-12.214,1,0,0.649,0.0,0.387,0.0632,0,456800,47,1979,3/31/1979,Deja Vu (I've Been Here Before)
7892,Barry White,[149044],0.841,0.412,0.6609999999999999,93.65,-10.336,1,7,0.0919,0.0,0.0908,0.0445,0,239307,47,2003,2/25/2003,Practice What You Preach
7905,Aretha Franklin,[927555],0.613,0.393,0.64,107.72,-13.305,1,0,0.224,0.0,0.45,0.0442,0,381827,47,1976,1976,********* He Can Feel
7909,Mary Wells,[384675],0.769,0.407,0.921,115.65,-13.556,1,7,0.733,0.0,0.244,0.031,0,147467,47,1962,1962,The One Who Really Loves You - Single Version
7942,Marvin Gaye,[316834],0.7509999999999999,0.385,0.862,117.748,-11.716,1,6,0.115,0.0,0.069,0.0349,0,176133,47,1969,4/30/1969,Too Busy Thinking About My Baby - Single Version / Mono
7946,Michael Jackson,[467203],0.7490000000000001,0.546,0.454,105.232,-7.217,0,8,0.464,0.00191,0.126,0.103,0,232800,47,1987,8/31/1987,Liberian **** - **** Remastered Version
7954,Dwele,[159340],0.7120000000000001,0.657,0.4370000000000001,97.993,-5.888,0,10,0.0577,0.0,0.234,0.149,0,249573,47,2003,1/1/2003,Find A Way
7956,Raphael Saadiq,"[402249, 134600]",0.613,0.602,0.7090000000000001,87.389,-5.733,0,6,0.228,1.11e-06,0.0737,0.327,0,228973,47,2002,1/1/2002,Be Here
7966,Commodores,[766094],0.7170000000000001,0.785,0.949,101.357,-11.767,1,9,0.0696,4.59e-05,0.153,0.0915,0,200867,47,1975,1/1/1975,Slippery When Wet
7970,Mariah Carey,"[262255, 502371]",0.861,0.6659999999999999,0.647,100.568,-6.492000000000001,0,5,0.228,3.33e-06,0.106,0.174,0,272067,46,1999,10/29/1999,Heartbreaker (Remix) (feat. Da Brat & Missy Elliott)
7972,Joe,[101895],0.6970000000000001,0.514,0.741,144.175,-6.261,0,8,0.279,0.0,0.08900000000000001,0.0384,0,297040,46,1997,9/23/1997,Good *****
7976,Sade,[279337],0.512,0.455,0.5820000000000001,181.112,-8.595,1,2,0.461,0.436,0.124,0.03,0,407867,46,1985,10/10/1985,War of the Hearts
7986,Michael Jackson,[467203],0.8140000000000001,0.877,0.58,111.179,-7.134,0,1,0.0866,7.36e-05,0.277,0.152,0,272707,46,1995,6/16/1995,Tabloid ****
8016,Prince,[1426748],0.887,0.685,0.7140000000000001,115.702,-15.42,1,1,0.242,0.0163,0.0962,0.0736,0,282107,46,1987,3/30/1987,Housequake
8028,The Isley Brothers,[766893],0.515,0.5720000000000001,0.767,137.681,-9.81,0,4,0.211,0.0032600000000000003,0.0495,0.0384,0,556093,46,1971,8/21/1971,Ohio / Machine Gun
8039,Bill Withers,[78044],0.934,0.521,0.85,104.091,-11.706,1,2,0.442,0.0414,0.0591,0.042,0,229599,46,1978,1/1/1978,All Because of You
8043,The Friends of Distinction,[60476],0.385,0.339,0.278,117.449,-10.413,1,4,0.809,0.0,0.307,0.0373,0,252280,46,1969,3/26/1969,Going In Circles
8055,Keith Sweat,[767016],0.6629999999999999,0.5539999999999999,0.657,124.798,-8.657,0,2,0.0487,1.03e-05,0.109,0.0307,0,306800,46,1994,6/28/1994,Get up on It (feat. Kut Klose)
8066,Janet Jackson,[208774],0.846,0.396,0.841,114.045,-12.408,1,1,0.0157,0.0116,0.0656,0.0677,0,299493,46,1986,2/4/1986,What Have You Done For Me Lately
8078,Musiq Soulchild,[935739],0.735,0.8390000000000001,0.8340000000000001,89.94200000000002,-4.705,0,6,0.0534,0.0,0.0942,0.271,0,223813,46,2007,3/13/2007,Buddy
8082,Sade,[279337],0.413,0.359,0.165,181.863,-10.838,1,4,0.259,3.47e-05,0.273,0.0348,0,220827,46,1994,10/31/1994,Please Send Me ******* to Love
8085,Otis Redding,[414251],0.391,0.69,0.79,182.97,-8.18,1,9,0.0358,0.0215,0.0596,0.295,0,182427,46,1969,1969,(Your Love Has Lifted Me) Higher and Higher
8093,Sam Cooke,[238115],0.4320000000000001,0.478,0.477,94.538,-10.397,1,7,0.522,0.0,0.16399999999999998,0.0276,0,173280,46,1960,1/1/1960,********** Ease My Troublin' Mind
8113,Erykah Badu,[170770],0.7909999999999999,0.5920000000000001,0.7559999999999999,90.009,-6.322,0,11,0.162,0.000491,0.623,0.0474,0,325960,46,2010,3/30/2010,Get MuNNY
8118,Ashanti,[933898],0.769,0.6559999999999999,0.391,90.029,-6.561,1,1,0.0508,0.0,0.301,0.181,1,282493,46,2012,1/1/2012,Mesmerize
8125,Stevie Wonder,[622805],0.634,0.612,0.691,78.817,-12.880999999999998,1,1,0.479,0.0,0.159,0.263,0,162400,46,1976,9/28/1976,Have A Talk With ****
8129,T-Pain,[258000],0.8340000000000001,0.687,0.491,99.752,-6.473,1,1,0.0885,0.0,0.14400000000000002,0.105,1,216653,46,2007,1/1/2007,Baby Don't Go
8140,Trey Songz,[128143],0.665,0.69,0.677,116.018,-5.856,1,11,0.321,0.0,0.107,0.0622,1,330440,46,2010,1/1/2010,**** Room
8146,Tevin Campbell,[30928],0.713,0.677,0.522,124.152,-6.761,1,6,0.0282,5.99e-05,0.14400000000000002,0.0253,0,338732,46,2001,2001,Always in My Heart
8156,The Platters,[894335],0.652,0.303,0.706,114.665,-8.573,1,7,0.851,0.0,0.324,0.0297,0,159067,46,1991,1/1/1991,The Great Pretender
8160,Xscape,[681956],0.875,0.63,0.733,91.043,-6.015,0,1,0.24,0.00011,0.0742,0.114,1,271440,46,1996,1996,"Keep On, Keepin' On (feat. Xscape)"
8184,Brenton Wood,[617568],0.82,0.529,0.952,107.789,-9.985,1,5,0.451,2.62e-05,0.0982,0.0313,0,150480,46,1967,1/1/1967,I'm The One Who Knows
8192,"Earth, Wind & Fire",[135273],0.293,0.514,0.355,154.217,-12.081,1,9,0.672,0.00027,0.0841,0.0552,0,323493,46,1977,11/21/1977,I'll Write a Song for You
8206,Aretha Franklin,[927555],0.711,0.303,0.6629999999999999,135.172,-9.655,1,5,0.419,0.0158,0.125,0.0419,0,166227,46,1967,3/10/1967,I Never Loved a Man (The Way I Love You) - Stereo
8212,Shuggie Otis,[752773],0.426,0.478,0.581,166.108,-15.856,0,5,0.183,0.76,0.146,0.067,0,428680,46,1971,1971,Purple
8229,Stevie Wonder,[622805],0.648,0.614,0.53,97.778,-10.45,0,10,0.0748,0.00504,0.0852,0.0473,0,383160,46,1976,9/28/1976,Ordinary Pain
8238,Trey Songz,[128143],0.619,0.7190000000000001,0.35100000000000003,86.036,-4.1110000000000015,1,0,0.0227,0.0,0.0839,0.157,1,194576,46,2020,6/5/2020,Back Home (feat. Summer Walker)
8239,Full Force,[799081],0.825,0.752,0.613,115.152,-7.65,1,7,0.0377,0.0462,0.395,0.114,0,237533,46,1999,10/8/1999,I Wonder If I Take You Home (with Full Force)
8245,Michael Jackson,[467203],0.677,0.741,0.565,97.011,-2.829,0,10,0.371,2.37e-06,0.103,0.0743,0,295667,46,2001,10/29/2001,Whatever Happens
8247,Trey Songz,[128143],0.5670000000000001,0.457,0.311,159.66899999999995,-8.062000000000001,1,8,0.542,0.0,0.221,0.408,1,266253,46,2009,8/31/2009,Successful (with Drake)
8265,Michael Jackson,[467203],0.706,0.685,0.444,117.448,-3.669,1,11,0.56,0.0,0.22,0.0837,0,288533,46,2001,10/29/2001,Heaven Can Wait
8272,Xscape,[681956],0.7120000000000001,0.454,0.659,82.619,-9.029,1,7,0.0162,1.23e-06,0.111,0.0478,0,212040,46,1995,7/1/1995,Feels So Good
8280,The Chi-Lites,[762731],0.621,0.413,0.338,139.491,-12.274,1,4,0.602,4.88e-06,0.145,0.0348,0,310747,46,2006,2006,Have You Seen Her
8286,Whitney Houston,[820434],0.679,0.708,0.82,91.983,-3.844,1,0,0.312,0.0,0.0878,0.0818,0,255733,46,2002,11/20/2002,One Of Those Days
8288,The Friends of Distinction,[60476],0.385,0.339,0.278,117.449,-10.413,1,4,0.809,0.0,0.307,0.0373,0,252280,46,1969,3/26/1969,Going In Circles
8289,Commodores,[766094],0.584,0.18600000000000005,0.336,85.73100000000002,-17.158,1,8,0.772,6.21e-06,0.273,0.0258,0,184307,46,1981,1/1/1981,Oh No
8293,The Isley Brothers,[766893],0.607,0.467,0.4920000000000001,164.299,-10.105,1,9,0.726,0.007909999999999999,0.131,0.055,0,291880,46,1978,8/21/1978,"Groove with You, Pts. * & *"
8298,The Chantels,[68155],0.489,0.415,0.35700000000000004,104.207,-7.466,1,10,0.7509999999999999,0.000653,0.14,0.0268,0,174133,46,2006,1/24/2006,Maybe
8324,The Coasters,[75825],0.6409999999999999,0.8340000000000001,0.8490000000000001,120.948,-7.831,1,7,0.626,0.000534,0.131,0.242,0,116027,46,2007,12/7/2007,Yakety Yak - **** Remaster
8337,Mariah Carey,[262255],0.731,0.897,0.8320000000000001,103.001,-2.845,1,1,0.195,0.0,0.391,0.113,0,270400,46,2001,9/11/2001,Loverboy (Remix)
8373,Akon,[933458],0.665,0.73,0.718,173.83900000000003,-7.524,0,11,0.0808,3.84e-05,0.0661,0.106,0,231013,46,2008,1/1/2008,Be With You
8375,William Bell,[578744],0.451,0.203,0.723,141.951,-18.199,1,7,0.371,0.0,0.192,0.0366,0,138960,46,1988,1988,I Forgot To Be Your Lover
8382,Blackstreet,"[49774, 621112]",0.401,0.872,0.642,78.443,-4.91,1,0,0.215,0.00104,0.292,0.117,0,243000,46,2011,1/1/2011,"Take Me There - From ""The Rugrats Movie"" Soundtrack"
8388,Sam Cooke,[238115],0.469,0.393,0.601,120.066,-9.968,1,7,0.843,0.0,0.168,0.0348,0,154867,46,2000,9/26/2000,*****
8394,Patrice Rushen,[743968],0.898,0.506,0.777,104.34,-7.077000000000001,0,9,0.0414,0.091,0.0281,0.059,0,409520,46,1984,1984,Feels So Real (Won't Let Go)
8400,Aretha Franklin,[927555],0.6679999999999999,0.284,0.491,134.911,-10.192,1,9,0.706,0.0,0.131,0.0413,0,196640,46,1967,3/10/1967,"Do Right Woman, Do Right Man"
8410,Stevie Wonder,[622805],0.241,0.0557,0.402,84.82,-15.845999999999998,1,1,0.778,0.0,0.217,0.0338,0,205067,46,1976,9/28/1976,Village Ghetto Land
8417,Xscape,[681956],0.7120000000000001,0.454,0.659,82.619,-9.029,1,7,0.0162,1.23e-06,0.111,0.0478,0,212040,46,1995,7/1/1995,Feels So Good
8421,Usher,[303506],0.584,0.746,0.371,139.952,-4.81,1,0,0.0477,0.0,0.125,0.0753,0,261547,46,2008,2/22/2008,Love In This **** (feat. Young Jeezy)
8424,Marvin Gaye,[316834],0.563,0.7759999999999999,0.826,81.12899999999998,-9.391,1,9,0.18,0.0,0.618,0.0414,0,179693,46,1966,5/23/1966,Ain't That Peculiar - Single Version
8435,Luther Vandross,[208076],0.626,0.35600000000000004,0.31,128.588,-13.046,0,3,0.49,3.1e-05,0.225,0.0332,0,221773,46,2003,2003,So Amazing
8439,Babyface,[61226],0.745,0.451,0.481,143.908,-6.314,0,11,0.212,0.0,0.0975,0.112,0,246178,46,2001,9/11/2001,What If - Urban Mix
8448,Ciara,[215513],0.754,0.809,0.722,127.982,-6.809,1,11,0.0391,8.04e-06,0.0558,0.292,0,265320,46,2005,2005,Promise Ring (feat. Ciara)
8451,Erykah Badu,[170770],0.514,0.617,0.244,92.109,-6.851,1,11,0.00231,0.626,0.113,0.18600000000000005,1,303640,46,2007,2/26/2007,Soldier
8462,Michael Jackson,[467203],0.459,0.37,0.118,133.907,-8.041,0,7,0.565,0.0,0.234,0.0471,0,198373,46,2001,10/29/2001,**********
8465,Keyshia Cole,[92107],0.353,0.562,0.117,178.997,-5.983,1,0,0.0787,0.0,0.0591,0.0907,0,253387,46,2012,1/1/2012,Trust And Believe
8469,Switch,[48757],0.519,0.643,0.8320000000000001,79.91,-8.267999999999999,1,11,0.648,0.00144,0.307,0.0795,0,455200,46,2001,1/1/2001,I **** Your Name - *** Version
8485,T-Pain,[258000],0.8340000000000001,0.687,0.491,99.752,-6.473,1,1,0.0885,0.0,0.14400000000000002,0.105,1,216653,46,2007,1/1/2007,Baby Don't Go
8490,Trey Songz,[128143],0.619,0.7190000000000001,0.35100000000000003,86.036,-4.1110000000000015,1,0,0.0227,0.0,0.0839,0.157,1,194576,46,2020,6/5/2020,Back Home (feat. Summer Walker)
8500,Smokey Robinson & the Miracles,[35021],0.297,0.328,0.6859999999999999,131.024,-13.61,0,4,0.194,0.000118,0.123,0.0291,0,170693,46,1968,1/1/1968,Much Better *** - Album Version / Stereo
8511,Prince,[1426748],0.7440000000000001,0.634,0.774,106.317,-11.377,1,4,0.5589999999999999,7.11e-06,0.118,0.0468,0,284027,46,1985,4/22/1985,Paisley Park
8515,Xscape,[681956],0.875,0.63,0.733,91.043,-6.015,0,1,0.24,0.00011,0.0742,0.114,1,271440,46,1996,1996,"Keep On, Keepin' On (feat. Xscape)"
8534,The Meters,[402872],0.536,0.339,0.35200000000000004,82.77,-14.932,0,2,0.21,0.00985,0.212,0.04,0,179000,46,1970,1970,Wichita Lineman
8550,Jamiroquai,[176358],0.777,0.545,0.77,96.17,-7.591,1,4,0.0467,0.73,0.0611,0.0483,0,245787,45,1996,9/9/1996,Drifting Along - Remastered
8565,Al Green,[607448],0.768,0.36,0.5529999999999999,112.759,-12.164,1,0,0.188,0.000431,0.0829,0.0669,0,228813,45,1971,8/14/1971,I Can't Get Next to You
8570,Whitney Houston,"[820434, 234647]",0.6709999999999999,0.59,0.241,117.979,-6.062,0,1,0.528,0.0,0.119,0.0346,0,295893,45,2004,5/17/2004,"Same Script, Different Cast"
8607,The Stylistics,[567624],0.446,0.472,0.446,75.49,-9.042,0,3,0.818,0.000677,0.465,0.0267,0,172947,45,1973,1/1/1973,"Stop, Look, Listen (To Your Heart)"
8608,Dwele,[159340],0.578,0.838,0.555,92.702,-5.814,0,1,0.115,0.0,0.513,0.258,1,204547,45,2007,1/1/2007,The People
8611,Marvin Gaye,[316834],0.564,0.573,0.7,137.778,-11.365,0,10,0.0306,0.00577,0.0587,0.0326,0,467867,45,1978,12/15/1978,Is That Enough
